time,RAD_2FIC6260_M,RAD_2SIC6853_M,RAD_2SP_HIC_ONP:2HCV6962.OUT,RAD_2SP_WATT_ONP:EIC6854AUTO.RO03,RAD_2EIC6854_M
2017-05-21 23:00:00,2732.22254,17.37246132,58,35.63265975,322.4814978
2017-05-22 00:00:00,2800.649597,17.37246132,59.81416667,35.35866224,332.579673
2017-05-22 01:00:00,2693.247925,17.37246132,58.08999999,35.70156058,323.1350831
2017-05-22 02:00:00,2703.008952,17.37246132,60,35.97573916,326.4754995
2017-05-22 03:00:00,2826.764954,17.37246132,60,35.65307546,338.5561516
2017-05-22 04:00:00,2786.411011,17.37246132,59.17083333,35.88248437,335.9029708
2017-05-22 05:00:00,2746.167358,17.37246132,60,35.61852541,328.3383773
2017-05-22 06:00:00,2656.793274,17.37246132,58.31958334,39.0182967,316.2179929
2017-05-22 07:00:00,2657.638224,17.37246132,60,37.50362744,334.8945455
2017-05-22 08:00:00,2656.1639,17.37246132,60,37.70190954,336.0343129
2017-05-22 09:00:00,1895.724562,17.37246132,58.075,26.2191746,220.7623605
2017-05-22 10:00:00,2314.81193,17.37246132,55.0125,40.156037,313.8596769
2017-05-22 11:00:00,2519.484342,17.37246132,58,38.24925729,323.7147448
2017-05-22 12:00:00,2760.697443,17.37246132,58,36.02260512,313.6952874
2017-05-22 13:00:00,2281.902344,17.37246132,58,41.4990824,313.2015692
2017-05-22 14:00:00,2578.794733,17.37246132,58,37.74892244,326.640654
2017-05-22 15:00:00,2565.428609,17.37246132,58,36.40784003,311.5015447
2017-05-22 16:00:00,2464.04366,17.37246132,56.01291668,38.98657571,322.5110067
2017-05-22 17:00:00,2712.883993,17.37246132,58.41291668,35.62927489,324.6756845
2017-05-22 18:00:00,2636.271403,17.37246132,58.63666666,35.73831291,316.2290565
2017-05-22 19:00:00,2569.2854,17.37246132,57.53166666,36.66188221,315.4586544
2017-05-22 20:00:00,2612.198486,17.37246132,57.95791667,37.03006872,323.5945681
2017-05-22 21:00:00,2629.995728,17.37246132,59,36.31191707,319.7090635
2017-05-22 22:00:00,2654.488851,17.37246132,59,36.40206476,320.3624888
2017-05-22 23:00:00,2753.662028,17.37246132,59.15083334,35.40644388,327.6576045
2017-05-23 00:00:00,2650.508199,17.37246132,60,34.37170148,314.5748133
2017-05-23 01:00:00,2495.15659,17.37246132,62.46229167,33.02518922,301.7135963
2017-05-23 02:00:00,2811.297709,17.37246132,61.06916666,33.97609262,323.9857115
2017-05-23 03:00:00,2763.072042,17.37246132,60,34.37595852,321.8818268
2017-05-23 04:00:00,2650.64974,17.37246132,59.84166667,35.0958238,318.3297536
2017-05-23 05:00:00,2720.389323,17.37246132,58,34.65009259,322.2153158
2017-05-23 06:00:00,2723.092061,17.37246132,58,34.65300803,322.5721339
2017-05-23 07:00:00,2664.882086,17.37246132,58,34.79832451,317.0587585
2017-05-23 08:00:00,2710.937032,17.37246132,58.78208334,35.1108935,320.044413
2017-05-23 09:00:00,2688.633443,17.37246132,58.37083333,36.08132161,317.5777391
2017-05-23 10:00:00,2621.652602,17.37246132,58.80416667,35.86189825,318.3460663
2017-05-23 11:00:00,2629.941243,17.37246132,59,35.86053662,322.8458603
2017-05-23 12:00:00,2597.650437,17.37246132,59,35.64868104,316.8601273
2017-05-23 13:00:00,2487.603684,17.37246132,59,37.33662539,317.4880519
2017-05-23 14:00:00,2667.41158,17.37246132,58.52916667,36.86094482,317.229489
2017-05-23 15:00:00,2518.138143,17.37246132,58,38.95133893,326.7304352
2017-05-23 16:00:00,2735.947083,17.37246132,59.58500001,35.74949547,334.2554237
2017-05-23 17:00:00,2742.362264,17.37246132,60,35.29306038,331.1325255
2017-05-23 18:00:00,2555.714905,17.37246132,59.52250001,35.05077162,306.4095702
2017-05-23 19:00:00,2579.124247,17.37246132,58.26625001,36.30159108,320.0571922
2017-05-23 20:00:00,2609.16095,17.37246132,59,35.9051209,320.2058317
2017-05-23 21:00:00,2559.580973,17.37246132,59,35.41468066,309.9872391
2017-05-23 22:00:00,2533.610575,17.37246132,58.18458333,36.07025319,312.5076074
2017-05-23 23:00:00,2551.264608,17.37246132,58,36.64196541,319.3437013
2017-05-24 00:00:00,2634.327942,17.37246132,58,36.74089073,314.6168578
2017-05-24 01:00:00,2646.837219,17.37246132,58,37.70262372,327.4647551
2017-05-24 02:00:00,2652.617879,17.37246132,58,34.42686162,312.395318
2017-05-24 03:00:00,2616.055135,17.37246132,58,36.1940231,323.9213434
2017-05-24 04:00:00,2727.50118,17.37246132,58,35.14245038,327.7193746
2017-05-24 05:00:00,2713.865946,17.37246132,58,34.66029899,321.206441
2017-05-24 06:00:00,2670.8098,17.37246132,58,34.31013811,314.3724288
2017-05-24 07:00:00,1527.080716,10.72092193,29.42041667,11.85613855,110.8873347
2017-05-24 08:00:00,202.2698513,0.001767668,0,0,0.367707074
2017-05-24 09:00:00,202.8322144,0.004481937,0,0,0.367707074
2017-05-24 10:00:00,202.9696724,0.007196207,0,0,0.367707074
2017-05-24 11:00:00,202.8132221,0.009910476,0,0,0.367707074
2017-05-24 12:00:00,202.7516209,0.012624746,0,0,0.367707074
2017-05-24 13:00:00,202.6844279,1.755336922,0,0,4.040454768
2017-05-24 14:00:00,1873.472886,17.00859451,42.32749999,18.22987359,155.6148776
2017-05-24 15:00:00,2631.199992,17.00859451,58,37.3652606,335.9372145
2017-05-24 16:00:00,2462.926534,17.00859451,58,37.89871159,318.7496142
2017-05-24 17:00:00,2499.331156,17.00859451,58,38.5460511,319.6183075
2017-05-24 18:00:00,2519.753282,17.00859451,57.92708333,37.91588852,326.6495875
2017-05-24 19:00:00,2574.233622,17.00859451,58,37.84444338,332.7391279
2017-05-24 20:00:00,2584.671387,17.00859451,58,37.69475996,333.1590405
2017-05-24 21:00:00,1012.546251,6.39238385,21.50833333,11.94459535,119.6732369
2017-05-24 22:00:00,202.5759701,0.034304695,0,0,0.368141264
2017-05-24 23:00:00,202.6701763,0.025179499,0,0,0.368141264
2017-05-25 00:00:00,202.9076499,0.016054303,0,0,0.368141264
2017-05-25 01:00:00,632.6538216,3.179529749,8.045833333,2.97629277,24.51469257
2017-05-25 02:00:00,2636.053955,17.25937653,56.66041667,36.2958006,321.793036
2017-05-25 03:00:00,2715.718404,17.25937653,55.45416667,35.32364106,327.867659
