1462028400,0.527297291,1.77826612,0.725139304,0.300000012,1.059688096,0.416000009,0.603823296,0.234508253,6.814962516,0.249440744
1462028401,0.80268608,1.852029113,0.418968823,0.590827431,0.314694394,0.415667368,0.811983394,0.161328482,6.75590867,0.045619542
1462028402,0.285548866,1.821873196,0.725045767,0.300000012,1.392357571,0.417530142,0.569305714,0.301196007,5.218051983,0.493000001
1462028403,1.338316071,2.174538417,0.138681914,0.293000013,1.682091469,0.412835761,0.453766843,0.277534652,5.874101904,0.492000014
1462028404,0.976891914,1.145060273,0.389769242,0.296000004,2.077064411,0.413415804,1.179708277,0.02508911,6.515058251,0.260413723
1462028405,0.236854466,2.182153922,0.06553846,0.298999995,0.292794179,0.411846154,1.171469871,0.174153841,6.215538373,0.296384613
1462028406,1.029525983,2.189318117,0.2498711,0.590723479,1.266540581,0.419871103,1.016557176,0.020430255,5.270417922,0.255401244
1462028407,0.829110209,0.865018719,0.20117463,0.592000008,0.273128898,0.41350728,0.55640748,0.131403329,5.204592573,0.147952185
1462028408,0.288679831,1.184999943,0.867756781,0.590361726,2.098999977,0.826999992,1.215839897,0.227646027,5.598673651,0.493627861
1462028409,0.033169013,1.629731786,0.560103957,0.590999991,2.099898041,0.417372138,0.554336807,0.078917484,6.023083083,0.301783791
1462028410,0.811836071,1.406821251,0.001852391,0.59059042,1.217247426,0.412195427,1.310898176,0.301999986,3.495378275,0.492704782
1462028411,1.215378404,2.200492769,0.002,0.570591251,0.261503129,0.826640339,0.952378395,0.144850685,5.214357502,0.493000001
1462028412,1.532598768,0.015642412,0.007738046,0.300000012,1.967785904,0.416000009,1.276650714,0.029465618,5.95157385,0.491983382
1462028413,0.347323956,0.019725572,0.158083167,0.589193337,0.815051971,0.413018714,0.284999996,0.283974306,5.629866857,0.267773388
1462028414,0.435679824,0.09721414,0.20020582,0.300999999,1.622293185,0.414983375,0.825230736,0.302900197,2.77117873,0.22190852
1462028415,1.072079027,1.463459474,0.856301459,0.294999987,2.0255406,0.421083149,0,0.296432208,5.255756726,0.472386693
1462028416,0.963438665,2.132158069,0.520999981,0.294999987,2.10219541,0.568035346,1.237742209,0.176917096,6.698351321,0.493850315
1462028417,0.826584191,1.904515658,1.094819138,0.589313921,0.54065286,0.414000005,1.01982746,0.04613556,6.880434737,0.491226623
1462028418,1.045567555,2.306923132,0.206792739,0.552341646,2.01778758,0.416598762,0.601841991,0.174316825,5.233777248,0.237222793
1462028419,0.478029133,2.104239113,0.22159876,0.590999991,1.052999973,0.413049899,1.257085253,0.065096267,5.105234993,0.459594594
1462028420,0.275341972,0.425409312,0.27876924,0.294,0.297127237,0.41622662,1.129324333,0.013043222,5.166085301,0.157359672
1462028421,1.041419688,2.217530144,0.386686078,0.590999991,1.888305645,0.414683944,0.552195416,0.041000001,4.932879542,0.310380455
1462028422,0.493823291,2.276519765,0.099453219,0.5902453,1.259979234,0.413885659,0.854487072,0.111000001,6.445665347,0.200297301
1462028423,0.346879419,0.398756482,0.033321244,0.300000012,2.080918939,0.415929322,0.682917098,0.278713153,6.700390938,0.068647669
1462028424,0.123777206,1.974016703,0.271923078,0.294,1.166409597,0.826010358,0.717886033,0.096542571,5.456110218,0.263538457
1462028425,0.467654875,1.425380456,0.594735994,0.59041786,0.077474613,0.210686066,0.558411635,0.02490099,6.32742403,0.491999999
1462028426,1.102970837,1.692076872,0.286141377,0.591004149,1.052999973,0.410212055,1.045291078,0.288415853,5.346145118,0.170428278
1462028427,0.42367875,1.291733848,0.503794166,0.294999987,0,0.827856543,0.804218301,0.108683165,5.748673671,0.292758839
1462028428,1.16747821,1.378754669,0.58891891,0.294999987,0.320962577,0.41617463,0.282999992,0.134868372,6.820950055,0.492000014
1462028429,0.094336795,1.31279833,0.502999974,0.590284802,1.839665269,0.414000005,0.67923908,0.041597587,5.10782964,0.203451143
1462028430,0.633490618,1.804000035,0.001056133,0.294999987,1.054999948,0.415000007,0.821037395,0.20658823,5.217376317,0.232245315
1462028431,1.147544685,0.319193361,0.129999995,0.560085779,0.280482334,0.413918923,0.884163654,0.139577464,5.410453262,0.343632115
1462028432,0.137637299,0,0.422008312,0.294,0.819171,0.416817054,1.22016011,0.176013866,5.654259935,0.295584206
1462028433,0.859995846,0.926720231,0.067014555,0.294,1.186596703,0.411056132,0.553000003,0.147328096,4.614137119,0.226665275
1462028434,0.369445586,1.712434557,0.088813473,0.294999987,0.087234929,0.836683974,0.556735747,0.038225934,6.095145575,0.045476684
1462028435,0.384321254,1.621185015,0.291802482,0.294999987,1.049247408,0.830827458,0.556606222,0.218194566,5.007313926,0.313542622
